title,date,category,link
"West Bay Residential Services Agreed to Pay $325,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing Excluded Individuals","June 1, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/west-bay-residential-services-agreed-to-pay-325000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-excluded-individuals/
Caris Life Sciences Pays over $2.8 Million to Settle False Claims Act Allegations from Delay in Submission of Genetic Cancer Screening Tests,"June 1, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/caris-life-sciences-pays-over-28-million-to-settle-false-claims-act-allegations-from-delay-in-submission-of-genetic-cancer-screening-tests/
Owner of Northeast Philadelphia Pharmacy Charged with Conspiracy to Distribute Oxycodone and Fraud,"June 1, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-northeast-philadelphia-pharmacy-charged-with-conspiracy-to-distribute-oxycodone-and-fraud/
"Healthkeeperz, Inc. To Pay $2.1 Million To Resolve False Claims Act Allegations","June 1, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/healthkeeperz-inc-to-pay-21-million-to-resolve-false-claims-act-allegations/
Newton Physician Resolves Claims of Illegally Prescribing Addictive Drugs Without Reviewing Patient Prescription History,"June 1, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/newton-physician-resolves-claims-of-illegally-prescribing-addictive-drugs-without-reviewing-patient-prescription-history/
Attorney General Josh Stein Announces $2.1 Million Health Care Settlement,"June 1, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-21-million-health-care-settlement/
Three Remaining Defendants Plead Guilty for Their Roles in Extensive Health Care Fraud Conspiracy to Defraud Medicaid Home Care Program,"May 27, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-remaining-defendants-plead-guilty-for-their-roles-in-extensive-health-care-fraud-conspiracy-to-defraud-medicaid-home-care-program/
Former CEO of Defunct Medical Testing Laboratory Sentenced to Prison for Medical Kickback Scheme,"May 27, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-ceo-of-defunct-medical-testing-laboratory-sentenced-to-prison-for-medical-kickback-scheme/
Clinical Laboratory and Owner Charged in Medicaid Kickback and False Billing Scheme,"May 27, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/clinical-laboratory-and-owner-charged-in-medicaid-kickback-and-false-billing-scheme/
Case Update: Transportation Service Provider Owner Pleads Guilty to Multi-Million Dollar Medicaid Fraud Scheme,"May 27, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/case-update-transportation-service-provider-owner-pleads-guilty-to-multi-million-dollar-medicaid-fraud-scheme/
Justice Department Files False Claims Act Complaint Against Six Physicians in Texas Relating to Alleged Kickbacks and Improper Laboratory Testing Claims,"May 26, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-files-false-claims-act-complaint-against-six-physicians-in-texas-relating-to-alleged-kickbacks-and-improper-laboratory-testing-claims/
"NorthShore University Health System Agreed to Pay $262,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 26, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/northshore-university-health-system-agreed-to-pay-262000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Okefenokee EMS Excluded for Defaulting on Payment Obligations,"May 25, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/okefenokee-ems-excluded-for-defaulting-on-payment-obligations/
"Opportunities Unlimited for People with Different Abilities Agreed to Pay $118,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 25, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/opportunities-unlimited-for-people-with-different-abilities-agreed-to-pay-118000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Scott Sawyer Agreed to Be Excluded for 10 Years for Falsifying Prior Authorizations to Increase Medicaid Reimbursement,"May 25, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/scott-sawyer-agreed-to-be-excluded-for-10-years-for-falsifying-prior-authorizations-to-increase-medicaid-reimbursement/
"Vicki Roy Home Health Service Agreed to Pay $38,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 25, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/vicki-roy-home-health-service-agreed-to-pay-38000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Attorney General Moody Announces Arrest of Respiratory Therapist Falsifying Medicaid Reports and Stealing Thousands,"May 25, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-respiratory-therapist-falsifying-medicaid-reports-and-stealing-thousands/
Former Sarasota Pain Doctor And Former Insys Sales Representative Convicted In Health Care Fraud Kickback Conspiracy,"May 24, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-sarasota-pain-doctor-and-former-insys-sales-representative-convicted-in-health-care-fraud-kickback-conspiracy/
"San Francisco Physician To Pay More Than $1,000,000 To Settle Allegations Of False Medicare Charges","May 24, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-francisco-physician-to-pay-more-than-1000000-to-settle-allegations-of-false-medicare-charges/
"Joseph Gigante, MD Agreed to Pay $87,000 and Be Excluded for 8 Years for Receiving Remuneration in Exchange for Ordering Durable Medical Equipment","May 23, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/joseph-gigante-md-agreed-to-pay-87000-and-be-excluded-for-8-years-for-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment/
Man Pleads Guilty to Making Threats Against Dr. Anthony Fauci and Other Federal and State Health Officials,"May 23, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-making-threats-against-dr-anthony-fauci-and-other-federal-and-state-health-officials/
York Nurse Sentenced For Stealing Prescription Drugs From A Hospice Patient,"May 23, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/york-nurse-sentenced-for-stealing-prescription-drugs-from-a-hospice-patient/
"Healogics and St. John’s Riverside Hospital Agreed to Pay $426,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Excessive Units of Hyperbaric Oxygen Treatment","May 23, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/healogics-and-st-johns-riverside-hospital-agreed-to-pay-426000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-excessive-units-of-hyperbaric-oxygen-treatment/
Mifflintown Woman Charged With Possessing Fake Covid-19 Vaccine Card,"May 20, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/mifflintown-woman-charged-with-possessing-fake-covid-19-vaccine-card/
Former Georgia Insurance Commissioner John Oxendine charged with health care fraud and money laundering scheme,"May 20, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-georgia-insurance-commissioner-john-oxendine-charged-with-health-care-fraud-and-money-laundering-scheme/
Defendants Sentenced in Tennessee for Multimillion-Dollar Nationwide Telemedicine Pharmacy Fraud Scheme,"May 20, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/defendants-sentenced-in-tennessee-for-multimillion-dollar-nationwide-telemedicine-pharmacy-fraud-scheme/
Case Update: Drug and Alcohol Treatment Facility Owner Pleads Guilty To Paying Illegal Kickbacks To Philadelphia Recovery Homes,"May 20, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/case-update-drug-and-alcohol-treatment-facility-owner-pleads-guilty-to-paying-illegal-kickbacks-to-philadelphia-recovery-homes/
"Miami-Based VirtuOx, Inc. Agrees to Pay $3.15 Million to Resolve Allegations that it Fraudulently Billed Medicare","May 19, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-based-virtuox-inc-agrees-to-pay-315-million-to-resolve-allegations-that-it-fraudulently-billed-medicare/
Owner of Drug Testing Lab Sentenced in Medicare Kickback Scheme,"May 19, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-drug-testing-lab-sentenced-in-medicare-kickback-scheme/
Colorado Springs woman charged with stealing $240K from Medicaid in fraudulent billing,"May 19, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/colorado-springs-woman-charged-with-stealing-240k-from-medicaid-in-fraudulent-billing/
"Attorney General Moody Takes Action Against Man Who Used Power of Attorney to Steal More Than $40,000 from Florida Senior","May 19, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-takes-action-against-man-who-used-power-of-attorney-to-steal-more-than-40000-from-florida-senior/
AG Shapiro Charges Two Care Home Managers for Failing To Report Sexual Abuse At Bucks Facility,"May 19, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-shapiro-charges-two-care-home-managers-for-failing-to-report-sexual-abuse-at-bucks-facility/
Florida Pharmacy Owners Sentenced in Tennessee for Multimillion-Dollar Nationwide Telemedicine Pharmacy Fraud Scheme,"May 18, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-pharmacy-owners-sentenced-in-tennessee-for-multimillion-dollar-nationwide-telemedicine-pharmacy-fraud-scheme/
"Quality Healthcare Management Agreed to Pay $159,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services","May 17, 2022",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/quality-healthcare-management-agreed-to-pay-159000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/
"University Of Maryland Shore Regional Health Agrees to Pay $296,870 to Settle Federal False Claims Act Allegations of Billing for Unsupervised Radiation Therapy and Diagnostic Services","May 17, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/university-of-maryland-shore-regional-health-agrees-to-pay-296870-to-settle-federal-false-claims-act-allegations-of-billing-for-unsupervised-radiation-therapy-and-diagnostic-services/
Justice Department Files False Claims Act Complaint Against Medical Device Manufacturer and its Owner for Training Providers to Improperly Reuse Disposable Items,"May 17, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/justice-department-files-false-claims-act-complaint-against-medical-device-manufacturer-and-its-owner-for-training-providers-to-improperly-reuse-disposable-items/
AMITA Health Mercy Medical Center and AMITA Health Saints Mary and Elizabeth Medical Center Agreed to Pay $6.2 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services,"May 17, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/amita-health-mercy-medical-center-and-amita-health-saints-mary-and-elizabeth-medical-center-agreed-to-pay-62-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-services/
Orthotic Brace Suppliers Convicted in $6.5 Million Health Care Fraud Scheme,"May 16, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orthotic-brace-suppliers-convicted-in-65-million-health-care-fraud-scheme/
Oklahoma City Hospital Pays Over $1.1 Million to Settle Allegations of Submitting False Claims to Medicare,"May 16, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-hospital-pays-over-11-million-to-settle-allegations-of-submitting-false-claims-to-medicare/
"Woman Convicted of Laundering Over $750,000 from Health Care Fraud Scheme","May 13, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-convicted-of-laundering-over-750000-from-health-care-fraud-scheme/
Lawrence-Based Doctor Charged With Illegally Prescribing Drugs to Substance Use Disorder and Chronic Pain Patients,"May 13, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/lawrence-based-doctor-charged-with-illegally-prescribing-drugs-to-substance-use-disorder-and-chronic-pain-patients/
District Court Enters Permanent Injunction Shutting Down Fake CDC COVID-19 Vaccination Card Operation,"May 12, 2022",COVID-19,https://oig.hhs.gov/fraud/enforcement/district-court-enters-permanent-injunction-shutting-down-fake-cdc-covid-19-vaccination-card-operation/
Toledo Area Physician Charged with Fraudulently Billing More Than $8.4 Million to Medicare,"May 12, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/toledo-area-physician-charged-with-fraudulently-billing-more-than-84-million-to-medicare/
Savannah clinic owner sentenced to federal prison for laundering money for ‘pill mill’,"May 12, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/savannah-clinic-owner-sentenced-to-federal-prison-for-laundering-money-for-pill-mill/
Acting AG Platkin Announces Woman Indicted for Alleged Neglect of an Elderly Disabled Person that Resulted in Victim Suffering Heat Stroke and Second-Degree Burns,"May 12, 2022",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/acting-ag-platkin-announces-woman-indicted-for-alleged-neglect-of-an-elderly-disabled-person-that-resulted-in-victim-suffering-heat-stroke-and-second-degree-burns/
Corridor Anesthesia Agreed to Pay $1.1 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Rendered by Unauthorized Individuals,"May 11, 2022",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/corridor-anesthesia-agreed-to-pay-11-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-rendered-by-unauthorized-individuals/
"Boulder Health System, Physician Assistant, and Nurse Practitioner Agree to Resolve Investigation into Improper Prescribing of Opioids","May 10, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/boulder-health-system-physician-assistant-and-nurse-practitioner-agree-to-resolve-investigation-into-improper-prescribing-of-opioids/
"Managers of Arizona Telemedicine Company Admit Roles in $64 Million Nationwide Kickback, Health Care Fraud Schemes","May 10, 2022",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/managers-of-arizona-telemedicine-company-admit-roles-in-64-million-nationwide-kickback-health-care-fraud-schemes/
