title,date,category,link
"Nurse Sentenced To Federal Prison For Stealing Pain Medication From Patients And Fined $20,000","May 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-sentenced-to-federal-prison-for-stealing-pain-medication-from-patients-and-fined-20000/
Cleveland Clinic to Pay Over $7 Million to Settle Allegations of Undisclosed Foreign Sources of Funding on NIH Grant Applications and Reports,"May 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cleveland-clinic-to-pay-over-7-million-to-settle-allegations-of-undisclosed-foreign-sources-of-funding-on-nih-grant-applications-and-reports/
Laredo Resident Sent To Prison For Impersonating Licensed Nurse,"May 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laredo-resident-sent-to-prison-for-impersonating-licensed-nurse/
Montague Caregiver Charged With Medicaid Fraud,"May 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/montague-caregiver-charged-with-medicaid-fraud/
Dayton Woman Indicted For $1.5 Million Theft From Medicaid Program,"May 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dayton-woman-indicted-for-15-million-theft-from-medicaid-program/
"Hospice Owner Sentenced To 240 Months Imprisonment And Ordered To Repay $42,000,000 For Defrauding Medicare","May 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-owner-sentenced-to-240-months-imprisonment-and-ordered-to-repay-42000000-for-defrauding-medicare/
Cape Cod Hospital To Pay $24.3 Million To Resolve False Claims Act Allegations Concerning Its Failure To Comply With Medicare Rules For Cardiac Procedures,"May 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cape-cod-hospital-to-pay-243-million-to-resolve-false-claims-act-allegations-concerning-its-failure-to-comply-with-medicare-rules-for-cardiac-procedures/
"Pennsylvania Man Sentenced To Probation And $20,000 Fine For Attempting To Obstruct Investigation Into Purdue Pharma’s And Practice Fusion’s Violations Of Anti-Kickback Statute","May 15, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pennsylvania-man-sentenced-to-probation-and-20000-fine-for-attempting-to-obstruct-investigation-into-purdue-pharmas-and-practice-fusions-violations-of-anti-kickback-statute/
U.S. Attorney Announces $2.5 Million False Claims Act Settlement With Diagnostic Testing Facility For Paying Kickbacks To Physicians For Patient Referrals,"May 15, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-25-million-false-claims-act-settlement-with-diagnostic-testing-facility-for-paying-kickbacks-to-physicians-for-patient-referrals/
Owner Of Home Health Services Agency And Parent Of Disabled Child Arrested For Medicaid Provider Fraud,"May 15, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-services-agency-and-parent-of-disabled-child-arrested-for-medicaid-provider-fraud/
Missouri And New Orleans Men Charged With $174 Million Conspiracy To Commit Health Care Fraud,"May 14, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/missouri-and-new-orleans-men-charged-with-174-million-conspiracy-to-commit-health-care-fraud/
"Penfield Place Agreed to Pay $53,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 14, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/penfield-place-agreed-to-pay-53000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Trilogy Pro Services Agreed to Pay $716,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims for Prescription Refills","May 14, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/trilogy-pro-services-agreed-to-pay-716000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-for-prescription-refills/
Three Admit Half-Million Dollar Health Care Fraud Conspiracy,"May 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-admit-half-million-dollar-health-care-fraud-conspiracy/
Ten Individuals Charged With Theft Of Federal Program Funds From Tuskegee University,"May 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ten-individuals-charged-with-theft-of-federal-program-funds-from-tuskegee-university/
Memphis Woman Charged With Abuse Of Vulnerable Adult,"May 13, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/memphis-woman-charged-with-abuse-of-vulnerable-adult/
Glastonbury Psychologist Sentenced To Prison For Defrauding Medicaid Of More Than $1.6 Million,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/glastonbury-psychologist-sentenced-to-prison-for-defrauding-medicaid-of-more-than-16-million/
Connecticut Ophthalmologist Sentenced To Prison For Five-Year Health Care Fraud Scheme,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-ophthalmologist-sentenced-to-prison-for-five-year-health-care-fraud-scheme/
Dentist Sentenced For Unlawfully Distributing Opioids That Caused Patient’s Death,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dentist-sentenced-for-unlawfully-distributing-opioids-that-caused-patients-death/
Doctor Convicted Of $6.3M Medicare Fraud Scheme,"May 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-convicted-of-63m-medicare-fraud-scheme/
Kroger Specialty Pharmacy Agreed to Pay $23.5 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims Supported by False Prior Authorizations,"May 10, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/kroger-specialty-pharmacy-agreed-to-pay-235-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-supported-by-false-prior-authorizations/
Prasanta Ghose and Modern Laboratory Agreed to Be Excluded for 10 Years for Allegedly Submitting False Claims for Venipuncture and Travel Allowance,"May 9, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/prasanta-ghose-and-modern-laboratory-agreed-to-be-excluded-for-10-years-for-allegedly-submitting-false-claims-for-venipuncture-and-travel-allowance/
Three Tennessee Physicians Sentenced For Roles In Drug Trafficking And Fraud Schemes,"May 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-tennessee-physicians-sentenced-for-roles-in-drug-trafficking-and-fraud-schemes/
"Shelby Township Doctor Sentenced To 12 Years In Prison For Illegally Distributing More Than 270,000 Opioid Pills Worth More Than $6.3 Million","May 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/shelby-township-doctor-sentenced-to-12-years-in-prison-for-illegally-distributing-more-than-270000-opioid-pills-worth-more-than-63-million/
UPDATED//Lehigh Valley Psychiatrist Charged With Stealing From Medicare Through Improper Billing Scheme,"May 9, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lehigh-valley-psychiatrist-charged-with-stealing-from-medicare-through-improper-billing-scheme/
"Fairmont Crossing Health and Rehabilitation Agreed to Pay $40,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","May 9, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/fairmont-crossing-health-and-rehabilitation-agreed-to-pay-40000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Rushford Center Agreed to Pay $27,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 9, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/rushford-center-agreed-to-pay-27000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Local Physician And Practice Agree To Pay Over $2 Million To Settle False Claims Act Allegations,"May 8, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-physician-and-practice-agree-to-pay-over-2-million-to-settle-false-claims-act-allegations/
"Ascension St. John Medical Center Agreed to Pay $556,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of On-Call Services Above Fair Market Value","May 8, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/ascension-st-john-medical-center-agreed-to-pay-556000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-on-call-services-above-fair-market-value/
"Daniel Hurt, Landmark Diagnostics, Fountain Healthcare Services, First Choice Laboratory, and Sonoran Desert Pathology Associates Agreed to Be Excluded for 70 Years for Allegedly Submitting False Claims and Paying Improper Remuneration","May 7, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/daniel-hurt-landmark-diagnostics-fountain-healthcare-services-first-choice-laboratory-and-sonoran-desert-pathology-associates-agreed-to-be-excluded-for-70-years-for-allegedly-submitting-false-claims-and-paying-improper-remuneration/
Former Inland Empire Nonprofit CEO Arrested On Indictment Alleging She Embezzled Federal Grant Funds For Wedding And Crypto,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-inland-empire-nonprofit-ceo-arrested-on-indictment-alleging-she-embezzled-federal-grant-funds-for-wedding-and-crypto/
Physician And Owner Of Bellflower Medical Clinic Pleads Guilty To Defrauding Medi-Cal Family Program Out Of More Than $2.5 Million,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-and-owner-of-bellflower-medical-clinic-pleads-guilty-to-defrauding-medi-cal-family-program-out-of-more-than-25-million/
Florida Man Sentenced To 10 Years In Prison And Ordered To Pay More Than $97 Million In Restitution For Participation In Multiple Health Care Fraud And Kickback Schemes,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-sentenced-to-10-years-in-prison-and-ordered-to-pay-more-than-97-million-in-restitution-for-participation-in-multiple-health-care-fraud-and-kickback-schemes/
DOJ Resolves Allegations Tacoma Spine Surgeon Billed For Unnecessary Surgeries,"May 7, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doj-resolves-allegations-tacoma-spine-surgeon-billed-for-unnecessary-surgeries/
"Baptist Medical Center South Agreed to Pay $247,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Occupational Therapy Services that Did Not Meet Medicare Requirements","May 7, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/baptist-medical-center-south-agreed-to-pay-247000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-occupational-therapy-services-that-did-not-meet-medicare-requirements/
Attorney General Ford Announces Conviction Of Health Care Company And Its Owner,"May 7, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-conviction-of-health-care-company-and-its-owner/
"Four People Plead Guilty, Sentenced For Multi-Million-Dollar Medicaid Fraud Scheme That Involved Inflated Transportation Costs, Other Phantom Services","May 7, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/four-people-plead-guilty-sentenced-for-multi-million-dollar-medicaid-fraud-scheme-that-involved-inflated-transportation-costs-other-phantom-services/
Former Memphis Caregiver Charged With Abuse Of Vulnerable Adult,"May 7, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-memphis-caregiver-charged-with-abuse-of-vulnerable-adult/
Connecticut Dentists Pay $498K to Settle False Claims Allegations,"May 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentists-pay-498k-to-settle-false-claims-allegations/
Florida Hospital System Agrees to Pay $1.5 Million to Resolve Liability Relating to Self-Disclosure of Improper Discounts,"May 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-hospital-system-agrees-to-pay-15-million-to-resolve-liability-relating-to-self-disclosure-of-improper-discounts/
Chicago Health Care Company and Its Owner To Pay $1 Million To Settle False Claims Act Lawsuit,"May 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-health-care-company-and-its-owner-to-pay-1-million-to-settle-false-claims-act-lawsuit/
Opioid Manufacturer Endo Health Solutions Inc. Ordered to Pay $1.536B In Criminal Fines and Forfeiture for Distributing Misbranded Opioid Medication,"May 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/opioid-manufacturer-endo-health-solutions-inc-ordered-to-pay-1536b-in-criminal-fines-and-forfeiture-for-distributing-misbranded-opioid-medication/
"Alnylam Pharmaceuticals Agreed to Pay $170,000 for Allegedly Violating the Civil Monetary Penalties Law by Failing to Submit Timely Pricing Data","May 2, 2024",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/alnylam-pharmaceuticals-agreed-to-pay-170000-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-submit-timely-pricing-data/
Pain Management Physician Sentenced For Unlawfully Distributing Opioids,"May 2, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-management-physician-sentenced-for-unlawfully-distributing-opioids/
Western Pennsylvania Nurse Sentenced To Consecutive Life Sentences After Pleading Guilty To Killing And Attempting To Kill Patients,"May 2, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/western-pennsylvania-nurse-sentenced-to-consecutive-life-sentences-after-pleading-guilty-to-killing-and-attempting-to-kill-patients/
Staffing Company To Pay $2.7M For Alleged Failure To Provide Adequate Cybersecurity For COVID-19 Contact Tracing Data,"May 1, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/staffing-company-to-pay-27m-for-alleged-failure-to-provide-adequate-cybersecurity-for-covid-19-contact-tracing-data/
Las Vegas Woman Sentenced To Prison For $1 Million Medicaid Fraud Scheme,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/las-vegas-woman-sentenced-to-prison-for-1-million-medicaid-fraud-scheme/
U.S. Attorney's Office Announces The Formation Of Multi-Agency Health Care Fraud Task Force,"May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorneys-office-announces-the-formation-of-multi-agency-health-care-fraud-task-force/
"Former VA Psychologist Sentenced To Prison For Submitting False Medical Documents, Health Care Fraud","May 1, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-va-psychologist-sentenced-to-prison-for-submitting-false-medical-documents-health-care-fraud/
